Time_s,Voltage_V,Current_mA,Power_mW
16.65,4.07,53.50,216.00
16.68,4.06,55.00,216.00
16.71,4.06,51.50,210.00
16.74,4.06,53.20,216.00
16.77,4.04,128.30,518.00
16.77,4.06,53.20,212.00
16.83,4.06,52.40,210.00
16.83,4.06,53.70,220.00
16.89,4.06,53.10,216.00
16.89,4.04,127.10,512.00
16.89,4.06,53.30,216.00
16.92,4.06,52.90,212.00
16.95,4.07,53.80,216.00
16.98,4.07,52.10,210.00
17.01,4.04,131.70,522.00
17.01,4.06,53.20,216.00
17.07,4.06,51.20,206.00
17.07,4.06,52.60,212.00
17.10,4.06,53.00,216.00
17.13,4.04,129.60,498.00
17.13,4.06,51.60,206.00
17.16,4.06,53.70,216.00
17.19,4.06,53.10,216.00
17.22,4.06,51.90,210.00
17.25,4.04,126.20,508.00
17.25,4.06,52.70,212.00
17.28,4.06,55.00,220.00
17.31,4.07,51.40,206.00
17.34,4.06,53.30,216.00
17.37,4.04,127.00,512.00
17.37,4.06,52.50,212.00
17.40,4.06,51.50,210.00
17.43,4.06,53.00,216.00
17.46,4.06,54.90,220.00
17.49,4.04,128.90,508.00
17.49,4.06,53.60,216.00
17.52,4.06,51.70,210.00
17.55,4.06,53.30,216.00
17.58,4.06,51.90,210.00
17.61,4.04,128.20,518.00
17.64,4.06,54.70,220.00
17.64,4.06,51.70,212.00
17.67,4.06,53.90,216.00
17.70,4.06,51.90,210.00
17.73,4.04,128.30,518.00
17.73,4.06,52.00,210.00
17.76,4.06,52.80,212.00
17.79,4.06,54.40,220.00
17.82,4.07,52.30,212.00
17.85,4.04,132.20,522.00
17.85,4.06,51.50,210.00
17.88,4.06,53.30,216.00
17.91,4.06,52.70,212.00
17.94,4.06,53.10,212.00
17.97,4.04,130.00,518.00
17.97,4.07,52.70,216.00
18.00,4.06,54.60,216.00
18.03,4.06,51.60,210.00
18.06,4.06,53.30,216.00
18.09,4.04,128.30,518.00
18.09,4.06,53.00,212.00
18.12,4.06,53.30,212.00
18.15,4.07,53.40,216.00
18.18,4.06,55.20,216.00
18.21,4.04,124.80,502.00
18.21,4.06,53.40,216.00
18.24,4.06,52.90,216.00
18.27,4.06,53.70,216.00
18.30,4.06,52.10,206.00
18.33,4.04,132.00,518.00
18.33,4.06,53.40,216.00
18.36,4.06,51.80,210.00
18.39,4.06,53.20,216.00
18.42,4.06,53.00,216.00
18.45,4.04,129.20,494.00
18.45,4.06,51.80,206.00
18.48,4.06,53.90,216.00
18.51,4.06,53.40,216.00
18.54,4.06,51.70,210.00
18.57,4.04,127.30,512.00
18.60,4.06,53.00,216.00
18.60,4.06,54.30,220.00
18.63,4.07,51.60,206.00
18.66,4.06,53.60,216.00
18.69,4.04,127.70,514.00
18.69,4.06,52.30,212.00
18.75,4.06,51.80,210.00
18.75,4.06,52.70,212.00
18.81,4.06,54.60,220.00
18.81,4.04,129.10,508.00
18.81,4.06,53.70,216.00
18.84,4.06,52.70,212.00
18.87,4.06,52.60,212.00
18.90,4.06,51.70,210.00
18.93,4.04,128.10,514.00
18.93,4.06,55.00,220.00
18.96,4.07,51.10,210.00
18.99,4.06,53.70,216.00
19.02,4.06,51.70,210.00
19.05,4.04,127.90,514.00
19.05,4.06,51.80,210.00
19.08,4.06,52.60,212.00
19.11,4.07,54.90,220.00
19.14,4.06,51.60,210.00
19.17,4.04,131.60,514.00
19.17,4.06,52.00,210.00
19.20,4.06,53.40,216.00
19.23,4.06,52.00,210.00
19.26,4.06,53.00,216.00
19.29,4.04,131.80,518.00
19.29,4.06,52.50,216.00
19.32,4.06,53.70,216.00
19.35,4.06,51.50,210.00
19.38,4.06,53.60,216.00
19.41,4.04,128.00,518.00
19.41,4.06,52.70,212.00
19.44,4.06,53.50,212.00
19.47,4.06,53.00,220.00
19.50,4.06,55.00,216.00
19.53,4.04,126.40,512.00
19.53,4.06,53.40,216.00
19.56,4.06,53.10,216.00
19.59,4.06,53.30,212.00
19.62,4.06,53.30,212.00
19.65,4.04,130.90,514.00
19.65,4.06,54.80,216.00
19.68,4.06,51.40,210.00
19.71,4.06,53.40,216.00
19.74,4.06,53.00,216.00
19.77,4.05,130.20,498.00
19.77,4.06,52.30,210.00
19.80,4.06,53.70,220.00
19.83,4.06,53.40,216.00
19.86,4.06,51.60,210.00
19.92,4.04,128.60,518.00
19.92,4.06,53.10,216.00
19.92,4.06,54.00,220.00
19.95,4.06,51.80,206.00
19.98,4.06,53.60,216.00
20.01,4.04,128.10,518.00
20.01,4.06,51.60,210.00
20.04,4.06,52.60,212.00
20.13,4.06,52.70,212.00
20.13,4.06,54.70,220.00
20.13,4.04,129.70,508.00
20.16,4.06,53.50,216.00
20.16,4.06,53.10,216.00
20.19,4.06,52.20,212.00
20.22,4.06,52.00,210.00
20.25,4.04,127.90,514.00
20.25,4.07,54.80,220.00
20.28,4.06,51.30,206.00
20.31,4.06,53.70,216.00
20.34,4.06,52.40,212.00
20.37,4.04,127.70,514.00
20.40,4.06,51.60,210.00
20.40,4.06,53.00,216.00
20.43,4.06,54.80,220.00
20.46,4.06,51.60,210.00
20.49,4.04,131.30,518.00
20.49,4.06,51.90,210.00
20.52,4.06,53.40,216.00
20.55,4.06,52.00,210.00
20.58,4.06,53.00,216.00
20.67,4.04,132.90,522.00
20.67,4.06,51.50,212.00
20.67,4.06,53.60,216.00
20.67,4.06,51.70,210.00
20.70,4.04,53.20,216.00
20.76,4.04,126.60,512.00
20.76,4.06,53.00,216.00
