Time_s,Voltage_V,Current_mA,Power_mW
13.53,4.00,78.90,318.00
13.56,4.03,153.30,612.00
13.56,4.03,53.20,212.00
13.59,4.03,54.10,216.00
13.65,4.03,83.70,328.00
13.65,4.02,81.80,318.00
13.65,4.02,152.70,610.00
13.71,4.03,53.70,216.00
13.71,4.03,52.90,212.00
13.74,4.02,81.70,328.00
13.77,4.03,79.10,314.00
13.80,4.02,165.20,620.00
13.80,4.03,55.10,216.00
13.83,4.03,51.90,210.00
13.86,4.03,80.90,324.00
13.89,4.00,78.10,314.00
13.92,4.01,162.90,626.00
13.92,4.03,53.60,216.00
13.95,4.03,54.30,216.00
13.98,4.02,74.90,322.00
14.01,4.01,77.10,308.00
14.01,4.02,153.90,612.00
14.04,4.03,53.00,212.00
14.07,4.03,53.40,212.00
14.10,4.03,79.00,314.00
14.13,4.02,79.40,318.00
14.16,4.02,157.50,630.00
14.16,4.03,51.90,210.00
14.19,4.03,53.60,216.00
14.22,4.03,78.50,314.00
14.25,4.03,79.80,322.00
14.28,4.02,168.30,622.00
14.28,4.03,54.60,220.00
14.31,4.03,54.80,216.00
14.34,4.03,77.00,308.00
14.37,4.00,78.80,314.00
14.40,4.02,161.70,646.00
14.40,4.03,53.60,212.00
14.43,4.03,53.00,210.00
14.46,4.02,77.80,318.00
14.49,4.01,81.60,328.00
14.52,4.02,157.80,630.00
14.52,4.03,53.30,212.00
14.55,4.03,53.00,212.00
14.58,4.03,79.30,322.00
14.61,4.03,79.30,324.00
14.64,4.02,163.40,632.00
14.64,4.03,54.60,216.00
14.67,4.03,51.50,206.00
14.70,4.03,79.00,318.00
14.73,4.00,82.20,330.00
14.76,4.01,170.30,632.00
14.76,4.03,52.50,210.00
14.79,4.03,53.90,216.00
14.82,4.03,81.30,328.00
14.85,3.98,80.90,324.00
14.88,4.02,156.10,622.00
14.88,4.03,53.00,212.00
14.91,4.03,54.80,216.00
14.94,4.03,79.40,324.00
14.97,4.02,84.80,334.00
15.00,4.02,153.70,612.00
15.00,4.03,51.60,206.00
15.03,4.03,52.50,210.00
15.06,4.03,82.20,330.00
15.09,4.02,84.80,330.00
15.09,4.02,164.70,616.00
15.12,4.03,54.10,216.00
15.15,4.03,53.50,216.00
15.18,4.03,81.30,328.00
15.21,4.02,80.60,324.00
15.24,4.00,161.50,646.00
15.24,4.03,54.50,220.00
15.27,4.03,51.90,206.00
15.30,4.03,79.70,334.00
15.33,4.03,80.10,322.00
15.36,4.02,154.20,616.00
15.36,4.03,52.60,212.00
15.39,4.03,53.10,212.00
15.42,4.03,84.50,334.00
15.45,4.02,79.60,312.00
15.51,4.02,146.70,616.00
15.51,4.03,53.10,212.00
15.51,4.03,52.30,210.00
15.54,4.03,80.60,324.00
15.57,4.03,79.00,318.00
15.60,4.01,169.10,622.00
15.60,4.03,51.90,206.00
15.63,4.03,53.90,216.00
15.66,4.03,80.40,324.00
15.69,3.98,79.30,318.00
15.69,4.02,156.40,622.00
15.72,4.03,52.90,212.00
15.75,4.03,55.00,220.00
15.79,4.03,78.80,312.00
15.81,4.03,80.40,318.00
15.87,4.02,154.40,616.00
15.87,4.03,52.70,212.00
15.87,4.03,52.10,210.00
15.90,4.02,79.00,318.00
15.93,4.02,79.70,322.00
15.96,4.02,159.20,630.00
15.96,4.03,54.00,216.00
15.99,4.03,52.50,210.00
16.02,4.03,78.50,314.00
16.05,4.02,78.40,314.00
16.08,4.01,167.60,668.00
16.08,4.03,55.10,220.00
16.11,4.03,52.60,210.00
16.14,4.03,74.30,318.00
16.17,4.03,78.60,314.00
16.20,4.02,158.70,632.00
16.20,4.03,52.00,210.00
16.23,4.03,53.10,212.00
16.26,4.03,79.70,322.00
16.29,4.02,80.70,330.00
16.32,4.02,132.80,636.00
16.32,4.03,52.00,210.00
16.35,4.03,53.70,216.00
16.38,4.03,77.50,312.00
16.41,4.03,82.10,334.00
16.44,4.02,169.80,636.00
16.44,4.03,52.60,212.00
16.47,4.03,54.70,216.00
16.50,4.03,78.10,314.00
16.53,4.03,83.50,334.00
16.53,4.02,164.00,656.00
16.56,4.03,53.30,212.00
16.59,4.03,54.30,220.00
16.65,4.03,79.10,324.00
16.65,4.03,84.40,324.00
16.65,4.02,155.70,620.00
16.68,4.03,54.20,220.00
16.71,4.03,52.80,212.00
16.74,4.02,81.20,328.00
16.77,4.02,79.60,328.00
16.80,4.02,150.20,622.00
16.80,4.02,55.10,216.00
16.83,4.03,51.70,206.00
16.86,4.03,83.20,334.00
16.89,3.99,83.10,334.00
16.92,4.02,169.70,616.00
16.92,4.03,54.00,216.00
16.95,4.03,54.00,216.00
16.98,4.03,76.60,322.00
17.01,4.03,80.20,322.00
17.07,4.02,156.70,626.00
17.07,4.03,53.10,212.00
17.07,4.02,53.30,212.00
17.10,4.03,80.80,338.00
17.13,4.02,82.40,324.00
17.16,4.02,154.00,612.00
17.19,4.03,51.60,206.00
17.19,4.03,53.40,216.00
17.25,4.03,83.40,334.00
17.25,4.02,80.60,324.00
17.25,4.02,159.90,612.00
17.31,4.03,54.40,216.00
17.31,4.03,54.80,216.00
17.34,4.02,80.90,324.00
17.37,4.02,78.30,314.00
17.40,4.02,163.80,652.00
17.40,4.03,53.50,212.00
17.43,4.03,53.40,212.00
17.46,4.03,83.40,328.00
