Time_s,Voltage_V,Current_mA,Power_mW,Fan_State
223.92,3.69,-52.80,196.00,100%
223.95,3.66,-58.00,212.00,100%
223.98,3.69,-36.40,134.00,100%
223.98,3.69,-35.10,128.00,100%
224.01,3.69,-57.20,212.00,100%
224.04,3.69,-48.00,174.00,100%
224.07,3.66,-37.20,210.00,100%
224.07,3.69,-48.20,0.00,100%
224.10,3.69,-48.80,30.00,100%
224.13,3.69,-57.50,212.00,100%
224.16,3.69,-55.10,204.00,100%
224.19,3.67,-48.70,180.00,100%
224.22,3.69,-45.80,168.00,100%
224.22,3.69,21.80,78.00,100%
224.25,3.69,-47.50,206.00,100%
224.28,3.69,-55.40,206.00,100%
224.31,3.65,-30.30,180.00,100%
224.31,3.69,-37.50,4.00,100%
224.37,3.69,-54.60,154.00,100%
224.37,3.69,-50.50,186.00,100%
224.40,3.69,-55.30,204.00,100%
224.43,3.67,-27.30,102.00,100%
224.46,3.69,-38.60,140.00,100%
224.46,3.69,-54.20,200.00,100%
224.49,3.69,-55.60,180.00,100%
224.52,3.69,-49.80,190.00,100%
224.55,3.65,-20.60,210.00,100%
224.58,3.69,-47.40,20.00,100%
224.58,3.69,79.00,288.00,100%
224.61,3.69,-58.80,216.00,100%
224.64,3.69,-49.70,184.00,100%
224.67,3.68,-50.40,186.00,100%
224.70,3.69,-46.60,170.00,100%
224.70,3.69,-50.40,186.00,100%
224.73,3.69,-48.80,206.00,100%
224.76,3.69,-58.80,210.00,100%
224.79,3.64,-5.90,174.00,100%
224.85,3.69,-12.40,46.00,100%
224.86,3.69,-55.00,204.00,100%
224.86,3.69,-48.70,180.00,100%
224.91,3.69,-56.80,210.00,100%
224.91,3.68,-55.20,204.00,100%
224.91,3.69,-36.00,132.00,100%
224.94,3.69,-55.20,266.00,100%
224.97,3.69,-54.70,184.00,100%
225.01,3.69,-46.90,204.00,100%
225.06,3.65,9.70,212.00,100%
225.06,3.69,-13.80,50.00,100%
225.06,3.69,-55.00,200.00,100%
225.09,3.69,-57.20,212.00,100%
225.13,3.69,-50.30,186.00,100%
225.15,3.65,14.40,212.00,100%
225.18,3.69,-46.00,40.00,100%
225.18,3.69,-31.20,294.00,100%
225.21,3.69,-54.10,220.00,100%
225.24,3.69,-56.80,186.00,100%
225.27,3.65,-51.10,190.00,100%
225.30,3.69,-24.30,88.00,100%
225.33,3.69,-10.60,40.00,100%
225.33,3.69,-48.50,180.00,100%
225.36,3.69,-58.10,216.00,100%
225.39,3.65,33.80,176.00,100%
225.39,3.69,-37.20,14.00,100%
225.42,3.69,-55.70,36.00,100%
225.45,3.69,-55.20,186.00,100%
225.48,3.69,-46.50,204.00,100%
225.51,3.65,-55.90,206.00,100%
225.54,3.69,-26.40,98.00,100%
225.54,3.69,43.10,158.00,100%
225.57,3.69,-57.60,212.00,100%
225.60,3.69,-49.70,184.00,100%
225.63,3.67,-46.30,210.00,100%
225.66,3.69,-44.30,16.00,100%
225.66,3.69,-49.20,242.00,100%
225.69,3.69,-51.10,210.00,100%
225.72,3.69,-56.70,196.00,100%
225.75,3.65,-44.10,164.00,100%
225.78,3.68,-35.80,132.00,100%
225.78,3.69,-53.90,200.00,100%
225.81,3.69,-48.30,176.00,100%
225.84,3.69,-56.30,210.00,100%
225.87,3.66,72.40,186.00,100%
225.90,3.69,-36.20,4.00,100%
225.90,3.69,-57.30,256.00,100%
225.93,3.69,-55.50,186.00,100%
225.96,3.69,-47.30,194.00,100%
226.00,3.65,-57.10,210.00,100%
226.02,3.69,-34.40,128.00,100%
226.02,3.69,-52.00,190.00,100%
226.05,3.69,-58.00,212.00,100%
226.08,3.69,-49.60,184.00,100%
226.11,3.66,94.30,210.00,100%
226.14,3.69,-46.90,0.00,100%
226.14,3.69,-50.10,302.00,100%
226.17,3.69,-49.40,210.00,100%
226.20,3.69,-54.50,200.00,100%
226.23,3.66,-45.90,170.00,100%
226.26,3.69,-44.40,164.00,100%
226.26,3.69,-56.50,206.00,100%
226.29,3.69,-47.20,174.00,100%
226.32,3.69,-55.50,206.00,100%
226.35,3.66,-47.80,190.00,100%
226.38,3.68,-41.40,6.00,100%
226.38,3.69,-54.10,206.00,100%
226.41,3.69,-54.90,186.00,100%
226.45,3.69,-53.60,200.00,100%
226.47,3.67,-31.20,114.00,100%
226.47,3.69,-38.10,140.00,100%
226.50,3.69,-20.40,76.00,100%
226.53,3.69,-57.90,212.00,100%
226.56,3.69,-48.10,176.00,100%
226.59,3.65,-32.50,210.00,100%
226.59,3.69,-49.50,16.00,100%
226.62,3.69,-49.60,20.00,100%
226.65,3.69,-56.70,210.00,100%
226.68,3.69,-56.10,206.00,100%
226.71,3.67,-46.90,174.00,100%
226.74,3.69,-46.50,170.00,100%
226.75,3.69,-55.60,206.00,100%
226.77,3.69,-46.50,170.00,100%
226.80,3.69,-54.10,210.00,100%
226.83,3.65,-25.10,176.00,100%
226.86,3.69,-38.60,26.00,100%
226.87,3.69,-53.20,170.00,100%
226.89,3.69,-50.30,186.00,100%
226.92,3.69,-52.50,194.00,100%
226.95,3.67,-58.40,216.00,100%
226.96,3.69,-40.70,150.00,100%
226.99,3.69,-50.30,186.00,100%
227.01,3.69,-56.50,204.00,100%
227.05,3.69,-51.40,176.00,100%
227.07,3.65,-3.70,206.00,100%
227.10,3.69,-47.50,58.00,100%
227.10,3.69,-51.10,294.00,100%
227.13,3.69,-57.40,212.00,100%
227.19,3.69,-56.20,206.00,100%
227.19,3.67,-50.40,186.00,100%
227.19,3.69,-44.90,164.00,100%
227.22,3.69,-56.80,210.00,100%
227.25,3.69,-48.10,190.00,100%
227.28,3.69,-55.80,220.00,100%
227.31,3.65,87.00,180.00,100%
227.34,3.69,-39.80,68.00,100%
227.35,3.69,-58.00,212.00,100%
227.37,3.69,-52.10,194.00,100%
227.40,3.69,-49.80,184.00,100%
227.43,3.67,20.20,76.00,100%
227.46,3.69,-41.00,150.00,100%
227.46,3.69,-48.30,268.00,100%
227.49,3.69,-56.80,206.00,100%
227.52,3.69,-53.90,186.00,100%
227.55,3.65,18.10,204.00,100%
227.58,3.69,-29.90,112.00,100%
227.58,3.69,-50.60,186.00,100%
227.61,3.69,-54.60,204.00,100%
227.64,3.69,-57.70,212.00,100%
227.67,3.67,-45.50,168.00,100%
227.70,3.69,-43.50,0.00,100%
227.70,3.69,-55.60,180.00,100%
227.73,3.69,-51.40,194.00,100%
227.76,3.69,-52.30,210.00,100%
227.79,3.65,-51.40,190.00,100%
227.82,3.69,-31.10,114.00,100%
227.82,3.69,-36.80,134.00,100%
227.85,3.69,-52.10,194.00,100%
227.88,3.69,-49.70,184.00,100%
227.91,3.67,-50.20,186.00,100%
227.94,3.69,-42.80,20.00,100%
227.94,3.69,-47.00,50.00,100%
227.97,3.69,-57.60,216.00,100%
228.00,3.69,-54.20,180.00,100%
228.03,3.65,-55.50,206.00,100%
228.03,3.69,-44.60,164.00,100%
228.09,3.69,26.60,98.00,100%
228.09,3.69,-54.20,200.00,100%
228.12,3.69,-57.60,212.00,100%
228.15,3.66,-39.10,180.00,100%
228.18,3.69,-41.50,0.00,100%
228.18,3.69,-58.50,132.00,100%
228.21,3.69,-48.70,176.00,100%
228.24,3.69,-49.50,210.00,100%
228.27,3.66,-55.80,206.00,100%
228.30,3.69,-37.10,138.00,100%
228.30,3.69,60.50,222.00,100%
228.33,3.69,-56.80,210.00,100%
228.36,3.70,-48.50,180.00,100%
228.39,3.66,-37.20,210.00,100%
228.42,3.69,-46.40,10.00,100%
228.42,3.69,-50.30,278.00,100%
228.45,3.69,-53.80,212.00,100%
228.48,3.69,-56.10,184.00,100%
228.54,3.66,-18.10,66.00,100%
228.57,3.69,-47.30,174.00,100%
228.57,3.69,-52.20,194.00,100%
228.57,3.69,-49.10,180.00,100%
228.63,3.69,-57.00,210.00,100%
228.64,3.66,-34.20,176.00,100%
228.64,3.69,-38.80,36.00,100%
228.66,3.69,-55.70,268.00,100%
228.69,3.69,-54.60,180.00,100%
228.72,3.69,-53.50,196.00,100%
228.75,3.67,-12.40,46.00,100%
228.78,3.69,-39.40,144.00,100%
228.78,3.69,-53.40,196.00,100%
228.82,3.69,-57.70,212.00,100%
228.84,3.69,-49.30,180.00,100%
228.87,3.65,-11.80,216.00,100%
228.90,3.69,-50.10,56.00,100%
228.90,3.69,-49.70,174.00,100%
228.93,3.69,-48.90,210.00,100%
228.96,3.69,-56.30,206.00,100%
228.99,3.67,-47.00,174.00,100%
229.02,3.69,-45.60,168.00,100%
229.02,3.69,-55.90,206.00,100%
229.06,3.69,-46.10,170.00,100%
229.08,3.69,-53.90,210.00,100%
229.11,3.65,-5.80,176.00,100%
229.14,3.69,-39.20,68.00,100%
229.14,3.69,-54.00,210.00,100%
229.17,3.69,-49.20,180.00,100%
229.20,3.69,-53.20,196.00,100%
229.23,3.67,-56.80,210.00,100%
229.26,3.69,-41.10,150.00,100%
229.29,3.69,-35.50,132.00,100%
229.29,3.69,-56.80,204.00,100%
229.32,3.69,-51.00,174.00,100%
229.35,3.65,98.20,196.00,100%
229.35,3.69,-27.70,92.00,100%
229.38,3.69,-14.70,282.00,100%
229.41,3.69,-57.50,212.00,100%
229.44,3.69,-50.10,184.00,100%
229.47,3.68,-52.20,194.00,100%
229.50,3.69,0.20,0.00,100%
229.50,3.69,-1.00,4.00,100%
229.53,3.69,-51.70,190.00,100%
229.56,3.69,-56.40,194.00,100%
229.62,3.67,-43.00,180.00,100%
229.62,3.69,-29.90,62.00,100%
229.62,3.69,14.80,282.00,100%
229.65,3.69,-49.40,184.00,100%
229.68,3.69,-57.90,212.00,100%
229.71,3.68,-54.90,204.00,100%
229.74,3.69,4.70,16.00,100%
229.74,3.69,20.20,76.00,100%
229.77,3.69,-52.60,176.00,100%
229.80,3.69,-47.90,210.00,100%
229.83,3.70,-56.20,210.00,100%
229.86,3.69,-40.80,96.00,100%
229.86,3.69,75.80,278.00,100%
229.89,3.69,-59.10,220.00,100%
229.92,3.69,-49.10,180.00,100%
229.95,3.67,-54.00,200.00,100%
229.98,3.69,-0.40,0.00,100%
229.98,3.69,56.60,292.00,100%
230.02,3.69,-51.90,210.00,100%
230.04,3.69,-58.70,196.00,100%
230.07,3.69,-49.20,184.00,100%
230.10,3.69,12.00,42.00,100%
230.10,3.69,62.00,226.00,100%
230.13,3.69,-50.10,186.00,100%
230.16,3.69,-57.70,212.00,100%
230.19,3.67,-52.40,194.00,100%
230.22,3.69,-2.80,68.00,100%
230.22,3.69,73.90,276.00,100%
230.25,3.69,-53.10,176.00,100%
230.28,3.69,-48.20,206.00,100%
230.31,3.64,-57.30,212.00,100%
230.34,3.69,21.60,78.00,100%
230.34,3.69,72.70,266.00,100%
230.37,3.69,-55.90,206.00,100%
230.40,3.69,-49.90,184.00,100%
230.43,3.70,-55.50,206.00,100%
230.43,3.69,-12.50,98.00,100%
230.46,3.67,82.10,288.00,100%
230.50,3.69,-55.60,216.00,100%
230.53,3.69,-56.20,180.00,100%
230.55,3.69,-52.60,194.00,100%
230.58,3.69,6.40,22.00,100%
230.58,3.69,79.50,292.00,100%
230.61,3.69,-51.10,190.00,100%
230.64,3.69,-57.60,212.00,100%
230.67,3.69,-50.20,174.00,100%
230.67,3.69,-14.70,68.00,100%
230.70,3.69,-58.50,266.00,100%
230.73,3.69,-51.80,180.00,100%
230.76,3.69,-47.90,206.00,100%
230.79,3.68,-57.50,212.00,100%
230.82,3.69,14.50,52.00,100%
230.82,3.69,74.80,272.00,100%
230.85,3.69,-58.00,212.00,100%
230.88,3.69,-49.70,184.00,100%
230.91,3.68,-52.40,212.00,100%
230.92,3.69,-26.80,86.00,100%
230.94,3.69,-50.90,282.00,100%
230.97,3.69,-53.40,212.00,100%
231.00,3.69,-56.30,186.00,100%
231.03,3.68,-51.20,190.00,100%
231.06,3.69,0.70,4.00,100%
231.06,3.69,77.90,286.00,100%
231.09,3.69,-50.00,184.00,100%
231.12,3.69,-57.40,212.00,100%
231.15,3.70,-53.90,184.00,100%
231.18,3.69,-27.10,68.00,100%
231.18,3.69,-49.90,272.00,100%
231.21,3.69,-52.90,184.00,100%
231.24,3.69,-55.70,206.00,100%
231.27,3.68,-56.50,210.00,100%
231.30,3.69,4.60,16.00,100%
231.30,3.69,75.00,276.00,100%
231.33,3.69,-57.30,212.00,100%
231.37,3.69,-48.50,184.00,100%
231.39,3.69,-54.20,220.00,100%
231.42,3.69,-39.90,76.00,100%
231.42,3.69,-5.40,294.00,100%
231.45,3.69,-56.80,210.00,100%
231.49,3.69,-54.80,204.00,100%
231.51,3.68,-47.80,176.00,100%
231.54,3.69,0.10,0.00,100%
231.54,3.69,2.60,10.00,100%
231.57,3.69,-46.70,174.00,100%
231.60,3.69,-54.70,210.00,100%
231.63,3.67,-39.00,184.00,100%
231.66,3.69,-35.20,82.00,100%
231.66,3.69,33.40,266.00,100%
231.69,3.69,-49.70,184.00,100%
231.72,3.69,-52.70,194.00,100%
231.75,3.66,-58.00,212.00,100%
231.75,3.69,-0.30,0.00,100%
231.78,3.69,55.00,200.00,100%
231.81,3.69,-55.60,196.00,100%
231.84,3.69,-50.80,176.00,100%
231.87,3.66,-17.70,206.00,100%
231.87,3.69,-44.80,46.00,100%
231.90,3.69,74.40,272.00,100%
231.93,3.69,-57.20,212.00,100%
231.96,3.69,-54.90,204.00,100%
231.99,3.67,-47.80,176.00,100%
231.99,3.69,-6.70,26.00,100%
232.02,3.68,73.80,268.00,100%
232.05,3.69,-47.60,194.00,100%
232.08,3.69,-56.90,220.00,100%
232.11,3.69,-55.80,186.00,100%
232.11,3.69,15.40,56.00,100%
232.17,3.69,70.70,258.00,100%
232.17,3.69,-50.70,186.00,100%
232.20,3.69,-52.20,194.00,100%
232.23,3.67,-57.40,212.00,100%
232.26,3.69,-13.30,98.00,100%
232.29,3.67,80.30,272.00,100%
232.29,3.69,-58.00,200.00,100%
232.32,3.69,-49.00,174.00,100%
232.35,3.68,-48.20,206.00,100%
232.38,3.69,6.40,22.00,100%
232.38,3.69,80.90,294.00,100%
232.41,3.69,-55.60,206.00,100%
232.44,3.69,-55.90,206.00,100%
232.47,3.70,-46.30,170.00,100%
232.51,3.69,-23.40,68.00,100%
232.51,3.69,-54.80,294.00,100%
232.53,3.69,-46.60,200.00,100%
232.56,3.69,-54.50,212.00,100%
232.62,3.64,-49.00,180.00,100%
232.62,3.69,8.60,32.00,100%
232.62,3.69,72.50,266.00,100%
232.65,3.69,-49.20,180.00,100%
232.68,3.69,-51.00,186.00,100%
232.71,3.70,-56.50,196.00,100%
232.72,3.69,-26.30,98.00,100%
232.74,3.69,-50.50,262.00,100%
232.77,3.69,-55.90,200.00,100%
232.80,3.69,-49.60,174.00,100%
232.83,3.68,-57.00,210.00,100%
232.86,3.69,1.10,4.00,100%
232.86,3.69,-39.50,144.00,100%
232.89,3.69,-55.70,206.00,100%
232.92,3.69,-56.60,210.00,100%
232.98,3.69,-47.50,190.00,100%
232.98,3.69,-36.90,50.00,100%
232.98,3.69,-18.80,294.00,100%
233.01,3.69,-48.90,190.00,100%
233.04,3.69,-57.20,212.00,100%
233.07,3.67,-51.70,190.00,100%
233.10,3.69,0.80,4.00,100%
233.10,3.69,-4.60,16.00,100%
233.13,3.69,-52.50,194.00,100%
233.16,3.69,-48.40,180.00,100%
233.19,3.70,-56.90,206.00,100%
233.22,3.69,-43.30,96.00,100%
233.22,3.69,33.40,276.00,100%
233.25,3.69,-54.70,210.00,100%
233.28,3.69,-51.10,190.00,100%
233.31,3.67,-53.50,196.00,100%
233.34,3.69,-0.50,4.00,100%
233.34,3.69,44.50,164.00,100%
233.38,3.69,-52.60,194.00,100%
233.40,3.69,-56.00,186.00,100%
233.43,3.70,-49.80,186.00,100%
233.46,3.69,-40.10,32.00,100%
233.46,3.69,-56.60,230.00,100%
233.49,3.69,-48.10,176.00,100%
233.52,3.69,-58.30,216.00,100%
233.55,3.67,-53.90,200.00,100%
233.58,3.69,-4.70,16.00,100%
233.58,3.69,73.30,268.00,100%
233.61,3.69,-54.70,184.00,100%
233.64,3.69,-48.30,196.00,100%
233.67,3.69,-54.70,210.00,100%
233.67,3.69,-2.60,98.00,100%
233.70,3.67,82.00,288.00,100%
233.73,3.69,-59.00,220.00,100%
233.76,3.69,-50.60,186.00,100%
233.79,3.67,-50.50,186.00,100%
233.82,3.67,7.70,30.00,100%
233.82,3.67,77.00,282.00,100%
233.85,3.69,-45.90,200.00,100%
233.88,3.69,-57.40,216.00,100%
233.91,3.68,-54.80,184.00,100%
233.94,3.69,22.10,82.00,100%
233.94,3.66,59.60,220.00,100%
233.97,3.69,-50.70,186.00,100%
234.00,3.69,-49.90,184.00,100%
234.03,3.67,-57.30,212.00,100%
234.06,3.68,9.80,36.00,100%
234.07,3.66,83.30,204.00,100%
234.12,3.69,-56.50,212.00,100%
234.12,3.69,-55.80,186.00,100%
234.15,3.66,-46.10,194.00,100%
234.18,3.69,17.00,62.00,100%
234.18,3.69,79.10,288.00,100%
234.21,3.69,-50.10,186.00,100%
234.24,3.69,-58.50,216.00,100%
234.27,3.70,-52.00,194.00,100%
234.30,3.68,15.20,76.00,100%
234.30,3.65,74.30,20.00,100%
234.33,3.69,-55.70,186.00,100%
234.36,3.69,-45.90,200.00,100%
234.39,3.65,-57.50,212.00,100%
234.43,3.69,23.50,86.00,100%
234.43,3.69,77.60,282.00,100%
234.45,3.69,-57.90,212.00,100%
234.48,3.69,-51.20,190.00,100%
234.51,3.69,-48.50,210.00,100%
234.54,3.68,0.60,76.00,100%
234.54,3.69,-1.10,288.00,100%
234.57,3.69,-46.40,200.00,100%
234.60,3.69,-55.00,210.00,100%
234.63,3.67,-51.40,190.00,100%
234.66,3.69,21.40,78.00,100%
234.66,3.69,72.90,266.00,100%
234.69,3.69,-49.80,184.00,100%
234.72,3.69,-51.30,190.00,100%
234.75,3.70,-56.50,196.00,100%
234.78,3.68,1.70,96.00,100%
234.78,3.69,43.80,268.00,100%
234.81,3.69,-56.50,206.00,100%
234.84,3.69,-48.50,180.00,100%
234.90,3.67,-55.40,204.00,100%
234.90,3.69,11.90,42.00,100%
234.91,3.69,62.70,230.00,100%
234.93,3.69,-53.40,196.00,100%
234.96,3.69,-57.30,212.00,100%
234.99,3.69,-51.20,184.00,100%
235.02,3.69,0.00,66.00,100%
235.02,3.69,73.40,276.00,100%
235.05,3.69,-51.10,176.00,100%
235.08,3.69,-56.70,210.00,100%
235.11,3.65,-56.50,210.00,100%
235.14,3.69,18.90,68.00,100%
235.14,3.69,77.10,282.00,100%
235.17,3.69,-57.20,212.00,100%
235.20,3.69,-48.70,174.00,100%
235.23,3.69,-49.60,210.00,100%
235.26,3.69,-5.30,76.00,100%
235.26,3.67,77.20,302.00,100%
235.29,3.69,-54.50,200.00,100%
235.32,3.69,-58.50,216.00,100%
235.35,3.67,-49.90,184.00,100%
235.38,3.69,15.00,56.00,100%
235.38,3.69,71.90,262.00,100%
235.41,3.69,-49.50,170.00,100%
235.44,3.69,-48.40,206.00,100%
235.47,3.68,-55.60,204.00,100%
235.50,3.69,-12.50,96.00,100%
235.50,3.69,76.00,278.00,100%
235.54,3.69,-58.80,216.00,100%
235.56,3.69,-48.40,180.00,100%
235.59,3.67,-52.00,194.00,100%
235.62,3.69,3.20,14.00,100%
235.62,3.66,79.50,292.00,100%
235.65,3.69,-48.10,206.00,100%
235.68,3.69,-58.20,212.00,100%
235.71,3.68,-49.80,180.00,100%
235.74,3.69,20.60,76.00,100%
235.74,3.69,71.30,262.00,100%
235.77,3.69,-50.40,186.00,100%
235.80,3.69,-53.20,196.00,100%
235.83,3.70,-57.90,212.00,100%
235.86,3.68,8.90,98.00,100%
235.86,3.65,81.20,82.00,100%
235.89,3.69,-58.50,210.00,100%
235.92,3.69,-51.60,170.00,100%
235.95,3.69,-55.30,204.00,100%
235.98,3.69,16.60,62.00,100%
235.99,3.69,78.60,288.00,100%
236.02,3.69,-53.20,196.00,100%
236.05,3.69,-58.00,212.00,100%
236.07,3.69,-48.70,180.00,100%
236.10,3.68,5.00,72.00,100%
236.10,3.69,-36.00,276.00,100%
236.13,3.69,-52.00,174.00,100%
236.16,3.69,-47.50,204.00,100%
236.19,3.70,-58.00,212.00,100%
236.22,3.69,24.10,88.00,100%
236.23,3.69,77.20,282.00,100%
236.25,3.69,-58.80,216.00,100%
236.28,3.69,-50.10,186.00,100%
236.31,3.69,-48.70,206.00,100%
236.34,3.69,-0.30,68.00,100%
236.34,3.69,-2.50,288.00,100%
236.37,3.69,-46.40,204.00,100%
236.41,3.69,-54.70,212.00,100%
236.43,3.69,-51.50,190.00,100%
236.46,3.69,23.00,86.00,100%
236.46,3.69,72.00,262.00,100%
236.49,3.69,-50.30,186.00,100%
236.52,3.69,-49.40,184.00,100%
236.55,3.69,-58.10,206.00,100%
236.55,3.69,-3.70,96.00,100%
236.58,3.69,49.50,276.00,100%
236.61,3.69,-55.00,210.00,100%
236.64,3.69,-50.00,184.00,100%
236.67,3.69,-53.30,196.00,100%
236.70,3.69,6.60,22.00,100%
236.70,3.69,55.30,204.00,100%
236.73,3.69,-52.90,196.00,100%
236.76,3.69,-55.70,186.00,100%
236.79,3.69,-49.50,184.00,100%
236.85,3.69,-9.30,66.00,100%
236.85,3.69,72.40,282.00,100%
236.85,3.69,-47.90,176.00,100%
236.88,3.69,-58.30,216.00,100%
236.91,3.68,-55.80,206.00,100%
236.94,3.69,16.80,62.00,100%
236.94,3.69,73.50,268.00,100%
236.97,3.69,-56.00,186.00,100%
237.00,3.69,-48.20,194.00,100%
237.03,3.69,-53.80,212.00,100%
237.06,3.69,-19.80,92.00,100%
237.06,3.68,81.40,294.00,100%
237.09,3.69,-59.00,216.00,100%
237.12,3.69,-52.00,194.00,100%
237.15,3.68,-48.80,180.00,100%
237.18,3.69,1.80,6.00,100%
237.19,3.68,75.60,276.00,100%
237.22,3.69,-45.20,200.00,100%
237.24,3.69,-57.20,220.00,100%
237.27,3.70,-54.90,184.00,100%
237.30,3.69,-22.90,82.00,100%
237.31,3.69,71.40,262.00,100%
237.33,3.69,-50.20,186.00,100%
237.36,3.69,-51.40,190.00,100%
237.39,3.68,-57.70,212.00,100%
237.42,3.69,6.30,22.00,100%
237.42,3.66,82.00,252.00,100%
237.45,3.69,-57.40,210.00,100%
237.48,3.69,-52.90,176.00,100%
237.51,3.70,-54.70,204.00,100%
237.54,3.69,15.70,58.00,100%
237.55,3.69,78.70,288.00,100%
237.58,3.69,-52.70,196.00,100%
237.60,3.69,-58.60,216.00,100%
237.63,3.70,-49.20,180.00,100%
237.66,3.68,2.30,68.00,100%
237.67,3.65,73.20,164.00,100%
237.70,3.69,-52.20,176.00,100%
237.73,3.69,-48.10,206.00,100%
237.76,3.69,-57.40,212.00,100%
237.79,3.69,26.60,98.00,100%
237.79,3.69,75.80,276.00,100%
237.82,3.69,-58.10,216.00,100%
237.84,3.69,-50.80,186.00,100%
237.87,3.69,-50.20,210.00,100%
237.90,3.69,-2.30,78.00,100%
237.90,3.69,-51.90,294.00,100%
237.93,3.69,-47.90,204.00,100%
237.96,3.69,-55.20,210.00,100%
237.99,3.69,-50.40,186.00,100%
238.02,3.69,18.20,66.00,100%
238.02,3.69,72.50,266.00,100%
238.05,3.69,-49.50,184.00,100%
238.08,3.69,-49.60,184.00,100%
238.11,3.69,-58.20,206.00,100%
238.11,3.69,-10.20,88.00,100%
238.14,3.69,-27.30,278.00,100%
238.17,3.69,-54.10,212.00,100%
238.20,3.69,-49.80,184.00,100%
238.23,3.69,-49.10,180.00,100%
238.26,3.69,5.70,20.00,100%
238.26,3.69,74.70,272.00,100%
238.29,3.69,-46.60,174.00,100%
238.32,3.69,-54.20,210.00,100%
238.35,3.69,-58.30,186.00,100%
238.38,3.69,-14.40,92.00,100%
238.38,3.69,-12.90,266.00,100%
238.41,3.69,-53.30,196.00,100%
238.44,3.69,-48.80,180.00,100%
238.47,3.68,-56.70,210.00,100%
238.50,3.69,1.50,6.00,100%
238.50,3.70,-4.90,16.00,100%
238.53,3.69,-53.80,200.00,100%
238.56,3.69,-56.10,184.00,100%
238.59,3.70,-48.40,184.00,100%
238.62,3.69,-21.50,68.00,100%
238.62,3.69,14.70,282.00,100%
238.65,3.69,-49.00,180.00,100%
238.68,3.69,-56.80,210.00,100%
238.71,3.68,-55.80,206.00,100%
238.74,3.69,8.10,30.00,100%
238.75,3.69,26.40,96.00,100%
238.78,3.69,-54.80,180.00,100%
238.81,3.69,-50.10,196.00,100%
238.83,3.70,-53.20,212.00,100%
238.86,3.69,-35.00,92.00,100%
238.86,3.69,79.00,288.00,100%
238.89,3.69,-58.70,216.00,100%
238.92,3.69,-51.70,190.00,100%
238.95,3.67,-48.20,176.00,100%
238.98,3.69,0.20,0.00,100%
238.99,3.69,53.40,298.00,100%
239.01,3.69,-47.00,204.00,100%
239.04,3.69,-55.80,210.00,100%
239.07,3.70,-53.50,180.00,100%
239.10,3.69,21.50,78.00,100%
239.10,3.69,71.00,258.00,100%
239.13,3.69,-49.60,184.00,100%
239.16,3.69,-53.30,196.00,100%
239.19,3.70,-57.30,212.00,100%
239.22,3.69,-1.90,102.00,100%
239.23,3.69,78.90,272.00,100%
239.25,3.69,-58.20,204.00,100%
239.28,3.69,-49.50,170.00,100%
239.31,3.69,-56.90,210.00,100%
239.34,3.69,12.40,46.00,100%
239.35,3.69,83.00,304.00,100%
239.37,3.69,-56.50,210.00,100%
239.40,3.69,-51.10,190.00,100%
239.43,3.70,-53.30,196.00,100%
239.46,3.67,18.40,102.00,100%
239.46,3.66,82.60,144.00,100%
239.49,3.69,-53.20,216.00,100%
239.52,3.69,-56.80,194.00,100%
239.55,3.69,-47.30,176.00,100%
239.58,3.68,16.60,62.00,100%
239.59,3.68,76.60,282.00,100%
239.62,3.69,-48.50,180.00,100%
239.65,3.69,-56.80,210.00,100%
239.68,3.70,-53.80,200.00,100%
239.71,3.67,28.00,78.00,100%
239.71,3.66,71.80,184.00,100%
239.74,3.69,-54.10,180.00,100%
239.77,3.69,-45.60,200.00,100%
239.80,3.69,-58.00,212.00,100%
239.83,3.68,25.30,92.00,100%
239.83,3.67,75.40,278.00,100%
239.85,3.69,-57.60,212.00,100%
239.88,3.69,-49.40,184.00,100%
239.91,3.69,-51.00,206.00,100%
239.94,3.67,16.30,82.00,100%
239.95,3.67,81.80,282.00,100%
239.97,3.69,-51.10,210.00,100%
240.00,3.69,-51.90,194.00,100%
240.03,3.69,-49.80,184.00,100%
240.06,3.68,17.20,62.00,100%
240.06,3.66,61.00,226.00,100%
240.09,3.69,-48.00,176.00,100%
240.12,3.69,-56.20,206.00,100%
240.15,3.69,-53.30,180.00,100%
240.18,3.67,28.10,78.00,100%
240.18,3.66,73.80,196.00,100%
240.21,3.69,-48.90,180.00,100%
240.24,3.69,-55.50,206.00,100%
240.27,3.70,-56.50,210.00,100%
240.30,3.69,24.70,92.00,100%
240.30,3.69,76.30,278.00,100%
240.33,3.69,-56.60,210.00,100%
240.36,3.69,-47.40,180.00,100%
240.39,3.69,-53.20,216.00,100%
240.42,3.68,11.80,86.00,100%
240.43,3.65,81.50,98.00,100%
240.45,3.69,-57.60,212.00,100%
240.48,3.69,-55.60,206.00,100%
240.51,3.69,-48.90,180.00,100%
240.54,3.69,20.60,76.00,100%
240.54,3.65,72.80,266.00,100%
240.57,3.69,-48.40,184.00,100%
240.60,3.69,-53.50,220.00,100%
240.63,3.69,-56.30,190.00,100%
240.66,3.67,18.90,102.00,100%
240.66,3.65,-18.50,68.00,100%
240.69,3.69,-56.30,210.00,100%
240.72,3.69,-48.70,180.00,100%
240.75,3.69,-54.90,204.00,100%
240.78,3.67,18.00,66.00,100%
240.79,3.66,81.10,76.00,100%
240.82,3.69,-51.80,212.00,100%
240.85,3.69,-57.00,200.00,100%
