Time_s,Voltage_V,Current_mA,Power_mW,Fan_State
240.88,3.69,-50.50,174.00,100%
240.91,3.68,18.10,66.00,100%
240.91,3.66,-46.00,170.00,100%
240.94,3.69,-48.70,180.00,100%
240.97,3.69,-54.40,200.00,100%
240.99,3.70,-57.50,212.00,100%
241.02,3.67,27.30,104.00,100%
241.03,3.66,80.20,184.00,100%
241.06,3.69,-58.00,206.00,100%
241.08,3.69,-52.10,176.00,100%
241.11,3.69,-54.70,204.00,100%
241.14,3.68,17.20,62.00,100%
241.15,3.69,80.10,294.00,100%
241.18,3.69,-53.30,196.00,100%
241.21,3.69,-57.70,212.00,100%
241.23,3.70,-50.00,184.00,100%
241.26,3.67,25.20,68.00,100%
241.26,3.66,71.30,180.00,100%
241.29,3.69,-52.60,180.00,100%
241.32,3.69,-45.60,204.00,100%
241.35,3.69,-58.50,216.00,100%
241.38,3.68,25.70,96.00,100%
241.38,3.69,77.20,286.00,100%
241.41,3.69,-57.40,212.00,100%
241.45,3.69,-49.60,184.00,100%
241.47,3.69,-48.40,206.00,100%
241.50,3.67,15.30,66.00,100%
241.50,3.69,77.30,302.00,100%
241.53,3.69,-46.10,204.00,100%
241.56,3.69,-57.70,212.00,100%
241.59,3.69,-51.30,190.00,100%
241.62,3.68,21.90,82.00,100%
241.62,3.68,71.90,266.00,100%
241.65,3.69,-49.70,184.00,100%
241.68,3.69,-48.70,206.00,100%
241.71,3.69,-57.20,206.00,100%
241.74,3.67,17.00,108.00,100%
241.74,3.67,82.50,276.00,100%
241.77,3.69,-57.00,210.00,100%
241.81,3.69,-50.90,186.00,100%
241.83,3.69,-53.00,196.00,100%
241.86,3.69,17.30,62.00,100%
241.86,3.67,77.50,286.00,100%
241.89,3.69,-50.50,212.00,100%
241.92,3.69,-56.90,200.00,100%
241.95,3.69,-52.00,176.00,100%
241.98,3.68,22.60,72.00,100%
241.98,3.66,74.10,230.00,100%
242.01,3.69,-50.30,186.00,100%
242.04,3.69,-54.90,204.00,100%
242.07,3.69,-58.00,212.00,100%
242.10,3.67,25.20,92.00,100%
242.11,3.66,76.40,278.00,100%
242.13,3.69,-56.20,186.00,100%
242.16,3.69,-50.60,190.00,100%
242.19,3.69,-50.90,210.00,100%
242.22,3.68,22.90,86.00,100%
242.22,3.65,44.90,168.00,100%
242.25,3.69,-57.20,212.00,100%
242.29,3.69,-54.50,200.00,100%
242.31,3.70,-46.80,174.00,100%
242.34,3.67,19.10,66.00,100%
242.35,3.65,76.00,140.00,100%
242.38,3.69,-47.60,204.00,100%
242.41,3.69,-54.50,210.00,100%
242.44,3.69,-54.90,186.00,100%
242.46,3.68,21.50,78.00,100%
242.46,3.65,10.10,36.00,100%
242.49,3.69,-49.40,184.00,100%
242.52,3.69,-51.40,190.00,100%
242.55,3.70,-57.00,210.00,100%
242.58,3.67,25.30,104.00,100%
242.58,3.65,80.10,40.00,100%
242.61,3.69,-56.70,204.00,100%
242.64,3.69,-51.00,170.00,100%
242.67,3.69,-55.60,206.00,100%
242.70,3.68,18.40,68.00,100%
242.70,3.69,82.70,302.00,100%
242.73,3.69,-56.30,210.00,100%
242.76,3.69,-56.60,210.00,100%
242.79,3.69,-47.80,190.00,100%
242.82,3.67,18.40,56.00,100%
242.82,3.65,71.90,46.00,100%
242.85,3.69,-48.60,186.00,100%
242.88,3.69,-57.30,212.00,100%
242.91,3.69,-51.80,190.00,100%
242.94,3.69,25.40,92.00,100%
242.94,3.69,71.30,262.00,100%
242.97,3.69,-51.40,190.00,100%
243.00,3.69,-48.80,180.00,100%
243.04,3.69,-55.40,200.00,100%
243.06,3.67,16.60,96.00,100%
243.06,3.65,82.30,154.00,100%
243.09,3.69,-55.00,206.00,100%
243.12,3.69,-50.30,186.00,100%
243.15,3.69,-54.90,204.00,100%
243.18,3.69,16.80,62.00,100%
243.18,3.69,79.90,292.00,100%
243.21,3.69,-53.00,196.00,100%
243.24,3.69,-55.70,184.00,100%
243.27,3.69,-48.80,190.00,100%
243.30,3.68,16.20,66.00,100%
243.30,3.69,42.80,286.00,100%
243.33,3.69,-49.00,180.00,100%
243.36,3.69,-58.00,212.00,100%
243.39,3.69,-54.50,200.00,100%
243.42,3.69,27.60,102.00,100%
243.43,3.65,74.00,272.00,100%
243.46,3.69,-54.40,176.00,100%
243.48,3.69,-49.50,196.00,100%
243.51,3.69,-53.60,212.00,100%
243.54,3.68,4.20,92.00,100%
243.54,3.69,80.10,294.00,100%
243.57,3.69,-58.60,216.00,100%
243.61,3.69,-52.40,194.00,100%
243.63,3.69,-48.80,180.00,100%
243.66,3.67,17.70,66.00,100%
243.66,3.66,75.40,150.00,100%
243.69,3.69,-48.40,200.00,100%
243.72,3.69,-55.80,216.00,100%
243.75,3.69,-56.10,176.00,100%
243.78,3.68,23.70,88.00,100%
243.79,3.68,70.80,262.00,100%
243.82,3.69,-50.90,186.00,100%
243.84,3.69,-50.00,184.00,100%
243.87,3.70,-57.10,210.00,100%
243.90,3.67,20.50,98.00,100%
243.91,3.67,81.90,286.00,100%
243.93,3.69,-56.60,220.00,100%
243.96,3.69,-56.10,180.00,100%
243.99,3.69,-48.20,186.00,100%
244.02,3.69,15.70,58.00,100%
244.02,3.67,66.60,246.00,100%
244.05,3.69,-48.80,180.00,100%
244.08,3.69,-56.80,210.00,100%
244.11,3.70,-54.50,200.00,100%
244.14,3.67,26.80,82.00,100%
244.14,3.66,73.00,194.00,100%
244.17,3.69,-55.90,176.00,100%
244.20,3.69,-48.10,190.00,100%
244.23,3.69,-58.80,216.00,100%
244.26,3.69,24.30,88.00,100%
244.26,3.69,80.30,294.00,100%
244.29,3.69,-57.40,212.00,100%
244.32,3.69,-53.30,196.00,100%
244.35,3.69,-45.90,200.00,100%
244.38,3.67,12.20,58.00,100%
244.39,3.65,74.30,88.00,100%
244.44,3.69,-48.20,194.00,100%
244.45,3.69,-57.90,212.00,100%
244.47,3.69,-49.30,184.00,100%
244.50,3.69,24.60,92.00,100%
244.50,3.69,71.50,262.00,100%
244.53,3.69,-52.80,194.00,100%
244.56,3.69,-46.30,200.00,100%
244.62,3.69,-56.30,212.00,100%
244.62,3.68,7.30,96.00,100%
244.62,3.65,81.40,52.00,100%
244.65,3.69,-57.30,212.00,100%
244.68,3.69,-51.20,190.00,100%
244.71,3.69,-49.70,184.00,100%
244.74,3.69,17.50,66.00,100%
244.74,3.69,76.20,278.00,100%
244.77,3.69,-46.80,204.00,100%
244.80,3.69,-55.50,210.00,100%
244.83,3.69,-57.00,190.00,100%
244.86,3.68,12.60,86.00,100%
244.86,3.69,5.90,266.00,100%
244.89,3.69,-52.10,194.00,100%
244.92,3.69,-49.20,180.00,100%
244.95,3.69,-57.70,212.00,100%
244.98,3.69,20.20,76.00,100%
244.98,3.65,83.00,304.00,100%
245.01,3.69,-54.10,210.00,100%
245.04,3.69,-58.10,186.00,100%
245.07,3.69,-48.80,186.00,100%
245.10,3.68,18.20,66.00,100%
245.10,3.69,76.50,278.00,100%
245.13,3.69,-48.20,176.00,100%
245.16,3.69,-56.60,210.00,100%
245.19,3.70,-55.40,206.00,100%
245.22,3.67,26.00,96.00,100%
245.23,3.66,77.20,174.00,100%
245.26,3.69,-58.20,194.00,100%
245.28,3.69,-47.40,180.00,100%
245.31,3.69,-49.50,210.00,100%
245.34,3.69,19.20,68.00,100%
245.35,3.69,79.40,292.00,100%
245.38,3.69,-55.00,204.00,100%
245.41,3.69,-57.70,212.00,100%
245.44,3.70,-48.50,180.00,100%
245.46,3.67,26.80,68.00,100%
245.47,3.66,72.40,170.00,100%
245.50,3.69,-52.30,180.00,100%
245.53,3.69,-46.30,204.00,100%
245.56,3.69,-57.50,212.00,100%
245.59,3.69,25.80,96.00,100%
245.59,3.69,78.70,288.00,100%
245.62,3.69,-58.10,216.00,100%
245.64,3.69,-51.90,194.00,100%
245.67,3.69,-47.40,204.00,100%
245.70,3.68,9.90,58.00,100%
245.71,3.69,74.30,292.00,100%
245.73,3.69,-45.70,196.00,100%
245.76,3.69,-57.30,212.00,100%
245.79,3.70,-51.00,190.00,100%
245.82,3.69,24.60,92.00,100%
245.83,3.67,71.40,262.00,100%
245.86,3.69,-52.90,196.00,100%
245.88,3.69,-46.90,204.00,100%
245.91,3.69,-55.30,210.00,100%
245.94,3.68,5.80,98.00,100%
245.95,3.67,81.30,288.00,100%
245.97,3.69,-52.50,212.00,100%
246.00,3.69,-52.40,194.00,100%
246.03,3.69,-48.40,180.00,100%
246.06,3.69,17.70,66.00,100%
246.07,3.70,74.30,272.00,100%
246.10,3.69,-48.30,180.00,100%
246.12,3.69,-52.80,210.00,100%
246.15,3.69,-58.90,194.00,100%
246.18,3.67,27.10,98.00,100%
246.19,3.67,80.90,266.00,100%
246.22,3.69,-56.50,210.00,100%
246.24,3.69,-47.20,174.00,100%
246.28,3.70,-54.90,204.00,100%
246.30,3.69,17.60,66.00,100%
246.31,3.65,69.70,256.00,100%
246.33,3.69,-49.60,206.00,100%
246.36,3.69,-58.40,206.00,100%
246.39,3.69,-50.40,170.00,100%
246.42,3.67,28.50,72.00,100%
246.43,3.66,60.40,222.00,100%
246.46,3.69,-50.70,186.00,100%
246.48,3.69,-52.60,194.00,100%
246.51,3.70,-57.70,212.00,100%
246.54,3.67,25.10,92.00,100%
246.54,3.66,60.20,170.00,100%
246.57,3.69,-57.50,210.00,100%
246.60,3.69,-53.10,180.00,100%
246.63,3.69,-45.30,200.00,100%
246.66,3.67,19.30,88.00,100%
246.66,3.66,-40.90,150.00,100%
246.69,3.69,-57.70,212.00,100%
246.72,3.69,-54.40,200.00,100%
246.75,3.69,-46.10,170.00,100%
246.78,3.67,23.20,86.00,100%
246.79,3.70,-45.60,140.00,100%
246.82,3.69,-50.00,194.00,100%
246.85,3.69,-52.00,210.00,100%
246.87,3.69,-56.10,194.00,100%
246.90,3.67,26.90,98.00,100%
246.91,3.66,-48.80,180.00,100%
246.96,3.69,-55.50,206.00,100%
246.97,3.69,-49.20,184.00,100%
247.00,3.69,-53.30,196.00,100%
247.02,3.67,22.40,88.00,100%
247.02,3.66,30.50,140.00,100%
247.05,3.69,-48.30,206.00,100%
247.08,3.69,-55.80,210.00,100%
247.11,3.69,-49.30,184.00,100%
247.14,3.67,20.80,76.00,100%
247.15,3.66,-47.50,176.00,100%
247.18,3.69,-52.80,196.00,100%
247.21,3.69,-47.30,174.00,100%
247.23,3.69,-54.70,212.00,100%
247.26,3.67,20.30,96.00,100%
247.27,3.66,3.70,154.00,100%
247.30,3.69,-50.60,210.00,100%
247.32,3.69,-54.30,200.00,100%
247.35,3.69,-50.10,186.00,100%
247.38,3.67,23.70,88.00,100%
247.39,3.65,-12.10,46.00,100%
247.42,3.69,-50.00,184.00,100%
247.45,3.69,-48.60,210.00,100%
247.48,3.69,-55.60,206.00,100%
247.50,3.67,19.70,96.00,100%
247.50,3.66,-18.70,160.00,100%
247.53,3.69,-52.00,212.00,100%
247.56,3.69,-53.10,196.00,100%
247.59,3.69,-47.30,174.00,100%
247.62,3.67,21.40,78.00,100%
247.62,3.66,-32.50,122.00,100%
247.65,3.69,-49.40,184.00,100%
247.68,3.69,-50.10,210.00,100%
247.71,3.69,-58.40,210.00,100%
247.74,3.67,23.60,98.00,100%
247.74,3.65,84.60,132.00,100%
247.77,3.69,-58.90,216.00,100%
247.80,3.69,-50.30,186.00,100%
247.83,3.69,-49.60,184.00,100%
247.86,3.67,21.00,78.00,100%
247.87,3.66,-42.60,158.00,100%
247.90,3.69,-47.40,190.00,100%
247.92,3.69,-55.20,220.00,100%
247.95,3.69,-56.10,184.00,100%
247.98,3.67,27.40,98.00,100%
247.98,3.66,-49.80,184.00,100%
248.01,3.69,-56.20,206.00,100%
248.04,3.69,-49.30,184.00,100%
248.07,3.69,-54.10,200.00,100%
248.10,3.67,21.00,78.00,100%
248.10,3.67,-37.50,140.00,100%
248.13,3.69,-51.10,216.00,100%
248.16,3.69,-56.20,204.00,100%
248.19,3.69,-52.20,180.00,100%
248.22,3.67,20.30,76.00,100%
248.22,3.66,-49.90,184.00,100%
248.25,3.69,-48.70,180.00,100%
248.28,3.69,-50.80,186.00,100%
248.31,3.69,-56.90,210.00,100%
248.34,3.67,25.90,98.00,100%
248.34,3.68,-37.60,170.00,100%
248.37,3.69,-55.10,210.00,100%
248.40,3.69,-55.60,180.00,100%
248.43,3.69,-50.80,186.00,100%
248.49,3.67,18.00,66.00,100%
248.50,3.66,-43.30,160.00,100%
248.50,3.70,-47.70,176.00,100%
248.52,3.69,-55.60,206.00,100%
248.55,3.69,-55.00,176.00,100%
248.58,3.67,25.90,88.00,100%
248.58,3.66,77.20,180.00,100%
248.61,3.69,-56.40,194.00,100%
248.64,3.69,-47.50,176.00,100%
248.67,3.69,-57.20,212.00,100%
248.70,3.67,22.50,82.00,100%
248.70,3.66,-40.90,150.00,100%
248.73,3.69,-53.80,200.00,100%
248.76,3.69,-56.40,190.00,100%
248.79,3.69,-48.70,176.00,100%
248.82,3.67,24.70,68.00,100%
248.82,3.66,73.50,170.00,100%
248.85,3.69,-48.30,176.00,100%
248.91,3.69,-55.40,206.00,100%
248.91,3.69,-56.60,210.00,100%
248.94,3.68,27.90,102.00,100%
248.94,3.66,-41.40,154.00,100%
248.97,3.69,-56.30,204.00,100%
249.00,3.69,-52.80,176.00,100%
249.03,3.69,-47.00,204.00,100%
249.06,3.67,16.20,52.00,100%
249.06,3.66,-39.70,148.00,100%
249.09,3.69,-51.40,190.00,100%
249.12,3.69,-56.30,210.00,100%
249.15,3.69,-55.50,206.00,100%
249.18,3.68,30.60,112.00,100%
249.18,3.66,75.60,278.00,100%
249.21,3.69,-56.20,184.00,100%
249.24,3.69,-49.50,186.00,100%
249.27,3.69,-49.80,210.00,100%
249.30,3.67,19.00,76.00,100%
249.31,3.66,-40.90,150.00,100%
249.33,3.69,-53.90,200.00,100%
249.37,3.69,-58.40,216.00,100%
249.42,3.69,-49.30,184.00,100%
249.42,3.67,19.00,68.00,100%
249.42,3.70,-45.00,148.00,100%
249.45,3.69,-48.20,196.00,100%
249.48,3.69,-54.80,212.00,100%
249.51,3.69,-56.50,184.00,100%
249.54,3.67,25.50,92.00,100%
249.54,3.69,-49.70,184.00,100%
249.57,3.69,-53.00,196.00,100%
249.60,3.69,-48.20,176.00,100%
249.63,3.69,-55.80,206.00,100%
249.66,3.67,19.40,138.00,100%
249.66,3.69,-38.80,154.00,100%
249.69,3.69,-54.50,212.00,100%
249.72,3.69,-56.40,186.00,100%
249.75,3.69,-48.90,180.00,100%
249.78,3.67,17.10,62.00,100%
249.78,3.69,-43.90,160.00,100%
249.81,3.69,-47.80,176.00,100%
249.84,3.69,-55.80,206.00,100%
249.87,3.69,-56.30,184.00,100%
249.93,3.67,27.10,52.00,100%
249.93,3.70,-45.80,184.00,100%
249.93,3.69,-56.50,190.00,100%
249.96,3.69,-48.30,176.00,100%
249.99,3.69,-58.40,216.00,100%
250.02,3.67,21.50,78.00,100%
250.02,3.70,-38.70,144.00,100%
250.05,3.69,-55.80,206.00,100%
250.08,3.69,-55.90,206.00,100%
250.11,3.69,-47.90,190.00,100%
250.14,3.67,20.40,40.00,100%
250.14,3.70,-47.40,150.00,100%
250.17,3.69,-47.10,180.00,100%
250.23,3.69,-58.60,216.00,100%
250.23,3.69,-53.70,200.00,100%
250.26,3.67,27.60,102.00,100%
250.26,3.66,-46.10,170.00,100%
250.29,3.69,-56.80,210.00,100%
250.32,3.69,-48.90,180.00,100%
250.35,3.69,-52.60,216.00,100%
250.38,3.67,18.60,58.00,100%
250.39,3.70,-41.30,138.00,100%
250.41,3.69,-56.30,210.00,100%
250.44,3.69,-57.20,212.00,100%
250.47,3.69,-49.90,184.00,100%
250.50,3.67,24.10,88.00,100%
250.50,3.70,-47.90,176.00,100%
250.53,3.69,-51.20,176.00,100%
250.56,3.69,-48.30,206.00,100%
250.59,3.69,-55.00,210.00,100%
250.62,3.67,22.70,96.00,100%
250.63,3.69,-43.20,160.00,100%
250.66,3.69,-57.30,212.00,100%
250.68,3.69,-53.90,200.00,100%
250.71,3.69,-47.30,174.00,100%
250.74,3.67,20.00,122.00,100%
250.75,3.70,-45.20,140.00,100%
250.78,3.69,-51.50,194.00,100%
250.81,3.69,-51.50,210.00,100%
250.83,3.69,-55.80,196.00,100%
250.86,3.67,26.30,96.00,100%
250.87,3.66,-46.70,174.00,100%
250.90,3.69,-57.60,212.00,100%
250.92,3.69,-50.40,186.00,100%
250.95,3.69,-51.70,190.00,100%
250.98,3.67,18.90,42.00,100%
250.98,3.69,-43.40,150.00,100%
251.01,3.69,-47.60,206.00,100%
251.04,3.69,-54.90,210.00,100%
251.08,3.69,-51.00,186.00,100%
251.10,3.67,22.10,82.00,100%
251.11,3.66,-48.80,180.00,100%
251.13,3.69,-49.80,184.00,100%
251.16,3.69,-49.90,184.00,100%
251.19,3.69,-55.50,200.00,100%
251.22,3.67,21.10,68.00,100%
251.22,3.69,-37.30,168.00,100%
251.25,3.69,-54.50,210.00,100%
251.28,3.69,-51.50,190.00,100%
251.32,3.69,-53.00,196.00,100%
251.34,3.67,16.60,62.00,100%
251.34,3.66,-40.40,150.00,100%
251.37,3.69,-50.30,186.00,100%
251.40,3.69,-56.00,200.00,100%
251.43,3.69,-53.40,180.00,100%
251.46,3.67,27.80,52.00,100%
251.46,3.66,-42.10,174.00,100%
251.49,3.69,-50.90,186.00,100%
251.52,3.69,-54.40,200.00,100%
251.55,3.69,-58.20,216.00,100%
251.58,3.68,25.00,92.00,100%
251.58,3.70,-43.30,160.00,100%
251.61,3.69,-56.20,190.00,100%
251.64,3.69,-51.20,184.00,100%
251.67,3.69,-50.00,210.00,100%
251.70,3.67,21.80,76.00,100%
251.70,3.67,-39.30,144.00,100%
251.73,3.69,-56.20,206.00,100%
251.76,3.69,-57.10,210.00,100%
251.82,3.69,-49.50,184.00,100%
251.82,3.67,20.30,32.00,100%
251.82,3.67,-45.40,144.00,100%
251.85,3.69,-50.90,196.00,100%
251.88,3.69,-53.00,212.00,100%
251.91,3.69,-55.60,186.00,100%
251.94,3.67,24.10,88.00,100%
251.94,3.68,-48.50,180.00,100%
251.97,3.69,-52.80,196.00,100%
252.00,3.69,-48.90,180.00,100%
252.03,3.69,-57.00,210.00,100%
252.06,3.67,22.90,58.00,100%
252.06,3.68,-39.80,176.00,100%
252.10,3.69,-55.30,210.00,100%
252.16,3.69,-53.70,184.00,100%
252.16,3.69,-55.00,204.00,100%
252.19,3.67,18.20,66.00,100%
252.19,3.68,-40.40,150.00,100%
252.21,3.69,-52.00,194.00,100%
252.24,3.69,-57.10,210.00,100%
252.27,3.69,-48.70,174.00,100%
252.30,3.67,23.30,42.00,100%
252.30,3.68,-47.30,168.00,100%
252.33,3.69,-50.20,174.00,100%
252.36,3.69,-57.60,212.00,100%
252.39,3.69,-56.60,210.00,100%
252.42,3.67,25.10,92.00,100%
252.42,3.66,-46.00,170.00,100%
252.45,3.69,-57.00,210.00,100%
252.48,3.69,-48.40,184.00,100%
252.52,3.69,-54.40,220.00,100%
252.55,3.67,21.00,72.00,100%
252.55,3.69,-37.60,148.00,100%
252.57,3.69,-58.50,216.00,100%
252.60,3.69,-53.00,196.00,100%
252.63,3.69,-48.40,180.00,100%
252.66,3.67,17.90,66.00,100%
252.66,3.69,-45.70,168.00,100%
252.72,3.69,-46.10,196.00,100%
252.72,3.69,-56.30,216.00,100%
252.75,3.69,-55.40,184.00,100%
252.78,3.67,23.70,88.00,100%
252.78,3.69,-49.60,184.00,100%
252.81,3.69,-49.70,184.00,100%
252.84,3.69,-51.40,190.00,100%
252.87,3.69,-57.50,212.00,100%
252.90,3.67,24.10,108.00,100%
252.90,3.70,-37.60,170.00,100%
252.93,3.69,-58.10,212.00,100%
252.96,3.69,-53.20,180.00,100%
252.99,3.69,-45.20,200.00,100%
253.02,3.67,16.50,58.00,100%
253.02,3.70,-40.20,148.00,100%
253.05,3.69,-54.40,200.00,100%
253.08,3.69,-57.80,212.00,100%
253.11,3.69,-48.90,180.00,100%
253.14,3.67,23.70,40.00,100%
253.14,3.70,-49.90,170.00,100%
253.17,3.69,-49.50,176.00,100%
253.20,3.69,-49.10,210.00,100%
253.23,3.69,-55.60,206.00,100%
253.26,3.67,29.00,104.00,100%
253.26,3.66,-48.40,180.00,100%
253.29,3.69,-55.40,204.00,100%
253.32,3.69,-45.70,200.00,100%
253.35,3.69,-54.80,210.00,100%
253.39,3.67,19.40,78.00,100%
253.39,3.70,-38.60,160.00,100%
253.41,3.69,-57.20,212.00,100%
253.44,3.69,-50.40,186.00,100%
253.47,3.69,-50.00,184.00,100%
253.50,3.67,16.60,62.00,100%
253.50,3.66,-41.60,154.00,100%
253.53,3.69,-48.70,210.00,100%
253.56,3.69,-56.60,206.00,100%
253.59,3.69,-54.00,186.00,100%
253.62,3.67,30.70,68.00,100%
253.62,3.70,-47.50,176.00,100%
253.65,3.69,-51.50,190.00,100%
253.68,3.69,-53.00,196.00,100%
253.71,3.69,-59.00,220.00,100%
253.74,3.67,26.10,96.00,100%
253.74,3.69,-42.10,180.00,100%
253.77,3.69,-56.90,200.00,100%
253.80,3.69,-51.70,176.00,100%
253.83,3.69,-48.50,206.00,100%
253.86,3.67,18.90,68.00,100%
253.86,3.70,-41.50,154.00,100%
253.89,3.69,-54.00,200.00,100%
253.92,3.69,-58.00,212.00,100%
253.95,3.69,-48.90,180.00,100%
253.98,3.67,24.20,36.00,100%
253.99,3.70,-47.30,158.00,100%
254.01,3.69,-50.10,176.00,100%
254.04,3.69,-48.40,206.00,100%
254.07,3.69,-55.10,204.00,100%
254.10,3.67,24.20,88.00,100%
254.10,3.66,-45.00,168.00,100%
254.13,3.69,-58.10,216.00,100%
254.16,3.69,-50.30,186.00,100%
254.19,3.69,-51.90,212.00,100%
254.22,3.67,17.30,62.00,100%
254.22,3.70,-40.40,148.00,100%
254.25,3.69,-49.90,210.00,100%
254.28,3.69,-54.80,204.00,100%
254.31,3.69,-49.50,184.00,100%
254.34,3.67,20.00,72.00,100%
254.34,3.66,-49.00,180.00,100%
254.37,3.69,-50.00,184.00,100%
254.40,3.69,-52.70,210.00,100%
254.43,3.69,-57.60,190.00,100%
254.46,3.67,29.70,76.00,100%
254.46,3.66,26.90,176.00,100%
254.49,3.69,-53.90,200.00,100%
254.52,3.69,-49.20,180.00,100%
254.55,3.69,-56.10,206.00,100%
254.58,3.67,18.60,68.00,100%
254.59,3.66,-40.40,148.00,100%
254.61,3.69,-53.50,210.00,100%
254.64,3.69,-57.10,186.00,100%
254.67,3.69,-49.20,186.00,100%
254.70,3.67,25.40,66.00,100%
254.70,3.66,-41.60,154.00,100%
254.73,3.69,-50.30,186.00,100%
254.76,3.69,-56.80,210.00,100%
254.79,3.69,-53.40,196.00,100%
254.82,3.67,27.30,102.00,100%
254.82,3.66,-7.30,170.00,100%
254.85,3.69,-55.60,190.00,100%
254.88,3.69,-46.70,200.00,100%
254.91,3.69,-54.90,212.00,100%
254.94,3.67,24.20,88.00,100%
254.94,3.66,-45.30,168.00,100%
254.97,3.69,-57.50,212.00,100%
255.00,3.69,-49.20,180.00,100%
255.03,3.69,-51.00,190.00,100%
255.06,3.67,19.00,46.00,100%
255.06,3.69,-42.30,144.00,100%
255.09,3.69,-48.20,206.00,100%
255.12,3.69,-55.70,206.00,100%
255.15,3.69,-50.00,184.00,100%
255.18,3.67,19.80,72.00,100%
255.18,3.66,-47.80,176.00,100%
255.21,3.69,-50.20,186.00,100%
255.24,3.69,-52.40,194.00,100%
255.27,3.69,-56.20,190.00,100%
255.30,3.67,25.30,72.00,100%
255.30,3.66,-21.70,170.00,100%
255.33,3.69,-55.50,204.00,100%
255.36,3.69,-50.40,186.00,100%
255.39,3.69,-55.80,206.00,100%
255.42,3.67,18.20,66.00,100%
255.43,3.66,-41.30,150.00,100%
255.45,3.69,-52.10,194.00,100%
255.48,3.69,-55.70,194.00,100%
255.51,3.69,-52.30,180.00,100%
255.54,3.67,29.60,66.00,100%
255.54,3.66,-28.20,174.00,100%
255.57,3.69,-51.10,190.00,100%
255.60,3.69,-53.70,200.00,100%
255.63,3.69,-58.10,216.00,100%
255.66,3.68,24.60,92.00,100%
255.66,3.69,-40.10,148.00,100%
255.69,3.69,-55.50,204.00,100%
255.72,3.69,-55.70,190.00,100%
255.75,3.69,-48.10,196.00,100%
255.78,3.67,23.90,66.00,100%
255.84,3.66,-41.90,154.00,100%
255.84,3.69,-50.20,186.00,100%
255.84,3.69,-58.10,216.00,100%
255.87,3.69,-53.80,200.00,100%
255.90,3.66,28.40,104.00,100%
255.91,3.66,-25.30,174.00,100%
255.93,3.69,-57.60,186.00,100%
255.99,3.69,-49.20,190.00,100%
255.99,3.69,-51.80,210.00,100%
256.02,3.67,21.50,78.00,100%
256.02,3.66,-39.60,148.00,100%
256.05,3.69,-57.60,212.00,100%
256.08,3.69,-55.00,204.00,100%
256.11,3.69,-48.80,180.00,100%
256.14,3.67,21.80,50.00,100%
256.14,3.66,-36.50,154.00,100%
256.17,3.69,-49.20,186.00,100%
256.20,3.69,-57.40,212.00,100%
256.23,3.69,-53.10,196.00,100%
256.26,3.67,27.00,98.00,100%
256.26,3.66,-48.70,180.00,100%
256.29,3.69,-54.60,204.00,100%
256.32,3.69,-47.00,200.00,100%
256.35,3.69,-55.10,210.00,100%
256.38,3.67,21.00,78.00,100%
256.38,3.66,-32.50,158.00,100%
256.41,3.69,-57.10,210.00,100%
256.44,3.69,-51.40,190.00,100%
256.48,3.69,-49.70,184.00,100%
256.50,3.67,16.50,58.00,100%
256.50,3.67,-43.10,160.00,100%
256.53,3.69,-47.30,204.00,100%
256.56,3.69,-56.70,210.00,100%
256.59,3.69,-54.50,184.00,100%
256.62,3.67,30.90,78.00,100%
256.62,3.66,-47.90,176.00,100%
256.65,3.69,-50.00,184.00,100%
256.68,3.69,-51.70,190.00,100%
256.71,3.69,-58.60,216.00,100%
256.74,3.67,25.30,92.00,100%
256.74,3.66,-35.80,174.00,100%
256.77,3.69,-57.40,206.00,100%
256.80,3.69,-52.20,180.00,100%
256.83,3.69,-46.80,204.00,100%
256.86,3.67,17.90,66.00,100%
256.86,3.67,-42.10,154.00,100%
256.89,3.69,-53.00,196.00,100%
256.92,3.69,-57.80,212.00,100%
256.95,3.69,-48.50,180.00,100%
256.98,3.67,25.90,46.00,100%
256.99,3.67,-50.50,164.00,100%
257.04,3.69,-49.60,174.00,100%
257.04,3.69,-48.20,206.00,100%
257.07,3.69,-55.80,206.00,100%
257.10,3.67,25.40,92.00,100%
257.10,3.66,-45.30,168.00,100%
257.13,3.69,-56.90,210.00,100%
257.16,3.69,-49.20,180.00,100%
257.19,3.69,-52.50,210.00,100%
257.22,3.67,19.70,66.00,100%
257.22,3.67,-39.60,148.00,100%
257.25,3.69,-50.40,210.00,100%
257.28,3.69,-53.20,196.00,100%
257.31,3.69,-48.90,180.00,100%
257.34,3.67,18.50,68.00,100%
257.35,3.68,-44.80,164.00,100%
257.38,3.69,-46.30,170.00,100%
257.40,3.69,-54.00,210.00,100%
257.43,3.69,-56.80,190.00,100%
257.46,3.67,30.40,86.00,100%
257.47,3.68,-43.80,176.00,100%
257.49,3.69,-50.30,186.00,100%
257.52,3.69,-51.60,190.00,100%
257.55,3.69,-57.60,212.00,100%
257.58,3.67,24.30,88.00,100%
257.59,3.67,-40.50,150.00,100%
257.61,3.69,-55.80,200.00,100%
257.64,3.69,-53.80,180.00,100%
257.67,3.69,-47.60,204.00,100%
257.70,3.67,22.70,68.00,100%
257.70,3.67,-41.00,150.00,100%
257.73,3.69,-55.30,204.00,100%
257.76,3.69,-57.50,212.00,100%
257.79,3.69,-49.40,184.00,100%
257.82,3.67,21.80,30.00,100%
257.83,3.68,-46.20,148.00,100%
